Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX3746748	SRR6787467	2018-03-01 16:12:28	2018-02-27 13:23:26	33718628	3405581428	0	101	1093		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787467/SRR6787467.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003162	SAMN08617059	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025089							no					GEO	SRA662598		public	B4EF4E0217093B8B04B047DC080EE3B8	BF78C807D503FB6FF520BAEB788BDD54		
SRX3746749	SRR6787468	2018-03-01 16:12:28	2018-02-27 13:21:30	28734045	2902138545	0	101	927		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787468/SRR6787468.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003163	SAMN08617058	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025090							no					GEO	SRA662598		public	C109B8FC205C025B2FCEF4DEB3124831	12DD648A663BC379521C1547005F7275		
SRX3746750	SRR6787469	2018-03-01 16:12:28	2018-02-27 13:22:29	25996031	2625599131	0	101	839		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787469/SRR6787469.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003164	SAMN08617057	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025091							no					GEO	SRA662598		public	A5FEEB6B7C475E1F722133ADB814AECC	10B9F8A0D3B272C7A2EFECF2D3F14E33		
SRX3746751	SRR6787470	2018-03-01 16:12:28	2018-02-27 13:26:17	25947645	2620712145	0	101	844		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787470/SRR6787470.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003165	SAMN08617064	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025092							no					GEO	SRA662598		public	D280BC8B4907A4958FDD48EBAC8DEAD9	48616EEAD3C48F13FE242BA8E9BAB544		
SRX3746752	SRR6787471	2018-03-01 16:12:28	2018-02-27 13:21:57	30741948	3104936748	0	101	995		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787471/SRR6787471.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003166	SAMN08617065	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025093							no					GEO	SRA662598		public	9B65321951C9ADF20C4EEB9A3320B25D	73086523EC8E231E27AD8837512653B1		
SRX3746753	SRR6787472	2018-03-01 16:12:28	2018-02-27 13:21:53	26724650	2699189650	0	101	860		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787472/SRR6787472.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003167	SAMN08617055	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025094							no					GEO	SRA662598		public	ACCAA6ECD5484A4BF5A0EC6C7C65C184	95F3203C7CFB310C2F5545634BA92D3D		
SRX3746754	SRR6787473	2018-03-01 16:12:29	2018-02-27 13:24:05	31333131	3164646231	0	101	1016		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787473/SRR6787473.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003168	SAMN08617056	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025095							no					GEO	SRA662598		public	506C97B37FA0C10159214E48A3E14EA7	32C30DA3F81A90DADB57CE11F7B60DDA		
SRX3746755	SRR6787474	2018-03-01 16:12:29	2018-02-27 13:22:09	27168965	2744065465	0	101	877		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR6787474/SRR6787474.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP133588	PRJNA436144	3.0	436144	SRS3003169	SAMN08617054	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3025096							no					GEO	SRA662598		public	7C5691E5205A59B2AE6DF36B22AAE0B3	C4BE59749711F150C0FA81A3781E6C1E		
SRX3992221	SRR7061266	2018-05-26 00:41:27	2018-04-24 16:46:54	21826145	3242461660	21826061	148	1145		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061266/SRR7061266.1	mrsI ox plusAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	D9C2E7E8014A81FA1DD9F3FFB064735F	B51EC6AD4718CEC78DA2025142F9E178		
SRX3992220	SRR7061267	2018-05-26 00:41:27	2018-04-24 16:47:04	23163070	3443892604	23162989	148	1226		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061267/SRR7061267.1	mrsI ox plusAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	DA8A8DF3E4198CD6840DD61264CD639E	001F266BBA2D6E209DB2B379DC12F7DD		
SRX3992219	SRR7061268	2018-05-26 00:41:27	2018-04-24 16:49:23	27607940	4085691169	27607816	147	1438		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061268/SRR7061268.1	mrsI ox minAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	87C15419C49F7FEE809BBEC3C3B6565F	EBFE135DF8CA33D3D1DD99D122C38310		
SRX3992218	SRR7061269	2018-05-26 00:41:27	2018-04-24 16:49:13	27029040	3999263814	27028919	147	1415		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061269/SRR7061269.1	mrsI ox minAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	639F3B966EFEE83CF8231AFA2F086848	8CCD92DF1E166D4D2BAD647AC491BC9E		
SRX3992217	SRR7061270	2018-05-26 00:41:27	2018-04-24 16:45:22	16614910	2455322096	16614849	147	871		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061270/SRR7061270.1	mrsI lofe plusAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	304277C396ADF1AFCE59CC4E306DF2FC	350A5CF9ADF9B24E1DBBCE551A2F96D0		
SRX3992216	SRR7061271	2018-05-26 00:41:27	2018-04-24 16:46:35	19044943	2812529778	19044887	147	1012		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061271/SRR7061271.1	mrsI lofe plusAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	E37935C7EDC20EFBF882E4E0E36E70FB	8316403B26FEBAC88A0A5418EF466AE6		
SRX3992215	SRR7061272	2018-05-26 00:41:27	2018-04-24 16:47:44	21843331	3244939989	21843252	148	1140		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061272/SRR7061272.1	mrsI lofe minAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	06CAF5805360EE7D7B36DC39462ACE70	557F8C35364CBC58E5314A18CB2FD1BB		
SRX3992214	SRR7061273	2018-05-26 00:41:27	2018-04-24 16:54:21	25483053	3778851297	25482957	148	1332		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061273/SRR7061273.1	mrsI lofe minAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	20251CEB6D242DC0836DCC6B30C77DFD	51A999E6655EBECB584E72CA45174F78		
SRX3992213	SRR7061274	2018-05-26 00:41:27	2018-04-24 16:46:58	20440302	3039134188	20440217	148	1083		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061274/SRR7061274.1	nt sds plusAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	6E0C07184CD2FC2592EF47543163A5C9	46B39F725A2000348CEE6CD68EE40DB7		
SRX3992212	SRR7061275	2018-05-26 00:41:27	2018-04-24 16:46:04	20432395	3036260238	20432308	148	1071		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061275/SRR7061275.1	nt sds plusAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	5CC68CD0B54C80D1926E4840410D4140	80D9CB12482D51E0676184F093E5A9DA		
SRX3992211	SRR7061276	2018-05-26 00:41:27	2018-04-24 16:46:11	19411841	2881356448	19411768	148	1075		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061276/SRR7061276.1	nt sds minAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	7001E352201F6EB6AC2090B1E406C0BB	6DBEA1F4E2B83B8BFA1577D1854E1ABC		
SRX3992210	SRR7061277	2018-05-26 00:41:26	2018-04-24 16:48:30	25983458	3849559128	25983352	148	1357		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061277/SRR7061277.1	nt sds minAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	79A66CCC1CB382F49BB3C9D6287F587D	E4F679FDE84BC20A3534FFA14E448ACC		
SRX3992209	SRR7061278	2018-05-26 00:41:26	2018-04-24 16:46:28	20281576	3015726330	20281505	148	1066		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061278/SRR7061278.1	nt ox minAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	DBDAFC573CCAA251E0DC163FCEF4DDF3	7693882D9D5A24D67C80F66551C07732		
SRX3992208	SRR7061279	2018-05-26 00:41:26	2018-04-24 16:50:59	31515120	4682006885	31514990	148	1654		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061279/SRR7061279.1	nt ox minAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	41185BD6E45FFCACDE839D2ACDC49F2E	4B4DF2DD0734F3C966E1FDB5AB91903B		
SRX3992207	SRR7061280	2018-05-26 00:41:26	2018-04-24 16:49:04	23505437	3480349031	23505353	148	1237		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061280/SRR7061280.1	nt ox plusAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	2163926C1257474B0D6C0253954384A5	349202AB5C7642178755F4E386E93260		
SRX3992206	SRR7061281	2018-05-26 00:41:26	2018-04-24 16:47:57	21278950	3152224040	21278869	148	1108		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061281/SRR7061281.1	nt ox plusAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	1D2246B6FED9E7155C88887F81B2B995	8C09255E8FB63AC45E878A48C18CFEC3		
SRX3992205	SRR7061282	2018-05-26 00:41:26	2018-04-24 16:47:58	23331774	3464760064	23331652	148	1218		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061282/SRR7061282.1	nt lofe minAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	7451A624E4EC8365751FC201412E1618	114D7E2CB655D25FB2FAAAA213ECF0E0		
SRX3992204	SRR7061283	2018-05-26 00:41:26	2018-04-24 16:46:15	19545742	2898337655	19545670	148	1023		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061283/SRR7061283.1	nt lofe minAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	643FE5F793B53206E7CDAEF823E95FD5	2C7100151151DF7719190B5318EA7995		
SRX3992203	SRR7061284	2018-05-26 00:41:26	2018-04-24 16:48:19	20416177	3023117162	20416088	148	1068		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061284/SRR7061284.1	nt lofe plusAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	F678EF2ADCEE6A7B5850F01F23EDFA27	4A09343B36723E2D7B193F41F66DC7DD		
SRX3992202	SRR7061285	2018-05-26 00:41:26	2018-04-24 16:47:11	18463169	2733392813	18463094	148	963		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061285/SRR7061285.1	nt lofe plusAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216601	SAMN08976471	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi_nt							no					HARVARD UNIVERSITY	SRA694971		public	7CC6A6306CB553473C47150E3A702DC6	A53A29E4252E32A8BDA23BD5E5D54075		
SRX3992201	SRR7061286	2018-05-26 00:41:26	2018-04-24 16:48:14	20869537	3083354807	20869451	147	1103		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061286/SRR7061286.1	mrsI sds plusAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	0359C0AAE13DDCA410F274BE91C64AED	56AD4B1A82800570556BAFA61B065C5C		
SRX3992200	SRR7061287	2018-05-26 00:41:26	2018-04-24 16:47:41	19698891	2917201069	19698815	148	1027		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061287/SRR7061287.1	mrsI sds plusAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	C0C3E22A6D6B0FBD570DF1357FD5CD79	6B907244DF96EAEC21AC50CDBE9D42C9		
SRX3992199	SRR7061288	2018-05-26 00:41:26	2018-04-24 16:48:00	20724255	3068697084	20724170	148	1082		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061288/SRR7061288.1	mrsI sds minAtc rep1	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	60DB37B9A992924F5BC9FFAB41194ABB	CE987575407BABCDF2ADA1BC12C9AA83		
SRX3992198	SRR7061289	2018-05-26 00:41:26	2018-04-24 16:47:19	19960402	2952405599	19960307	147	1043		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7061289/SRR7061289.1	mrsI sds minAtc rep2	RNA-Seq	unspecified	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 550	SRP142541	PRJNA453381		453381	SRS3216600	SAMN08976472	simple	83332	Mycobacterium tuberculosis H37Rv	Mycobacterium tuberculosis CRISPRi mrsI							no					HARVARD UNIVERSITY	SRA694971		public	BCAA669F825F3DD29328B0D6C18A0BBB	9BC1E0EBBD86F8DA3DFA794D8C653AD1		
SRX3995804	SRR7064995	2018-04-29 10:56:12	2018-04-25 21:04:39	71413669	7212780569	0	101	2327		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7064995/SRR7064995.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP142639	PRJNA453604	3.0	453604	SRS3219965	SAMN08982656	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3111057							no					GEO	SRA695497		public	4677545119DAAF84210B478104DE629D	30ADC56439615B3969DAF7CD6E986782		
SRX3995805	SRR7064996	2018-04-29 10:56:12	2018-04-25 20:39:03	10865433	1097408733	0	101	347		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7064996/SRR7064996.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP142639	PRJNA453604	3.0	453604	SRS3219966	SAMN08982655	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3111058							no					GEO	SRA695497		public	43CCC6BC52B73CF270F7E91205C520EF	8AA51F61C97E652F57945B4BD6E79A00		
SRX3995806	SRR7064997	2018-04-29 10:56:12	2018-04-25 20:40:26	14144672	1428611872	0	101	467		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7064997/SRR7064997.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP142639	PRJNA453604	3.0	453604	SRS3219967	SAMN08982654	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3111059							no					GEO	SRA695497		public	F0223F734445A82F54EB4076DC7BE0E6	5AA207EEC9D5ABEDA6D6D47E475C170E		
SRX3995807	SRR7064998	2018-04-29 10:56:12	2018-04-25 20:39:12	11686737	1180360437	0	101	381		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7064998/SRR7064998.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP142639	PRJNA453604	3.0	453604	SRS3219968	SAMN08982653	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3111060							no					GEO	SRA695497		public	BA5BE83206DD74C8E4714760E971877A	0D19CC25685276568ED2F436835D185A		
SRX3995808	SRR7064999	2018-04-29 10:56:12	2018-04-25 20:40:13	13496499	1363146399	0	101	435		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7064999/SRR7064999.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP142639	PRJNA453604	3.0	453604	SRS3219969	SAMN08982652	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3111061							no					GEO	SRA695497		public	6E6D6A390A179C2433DE4B1B2AA6B4DF	DE891BCD0B58A8708AF099A2F1653209		
SRX3995809	SRR7065000	2018-04-29 10:56:12	2018-04-25 20:39:47	12714080	1284122080	0	101	414		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7065000/SRR7065000.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP142639	PRJNA453604	3.0	453604	SRS3219970	SAMN08982651	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3111062							no					GEO	SRA695497		public	11CE95AC9C91CD0D72114E064AC11CBD	30CF610810616A3DCE8AAEF786F97864		
SRX4314261	SRR7443722	2019-03-04 15:47:06	2018-06-27 16:16:18	1150519	172750211	1150519	150	71		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR7443722/SRR7443722.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP151480	PRJNA478238	3.0	478238	SRS3473432	SAMN09503004	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3229716							no					GEO	SRA729731		public	1204EB610B1BD2100AA0CFAE266F88FA	D21429B2AC5C597B0B9FF52892F26E57		
SRX4314262	SRR7443723	2019-03-04 15:47:06	2018-06-27 16:16:20	1412140	213185512	1412140	150	88		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR7443723/SRR7443723.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP151480	PRJNA478238	3.0	478238	SRS3473433	SAMN09503003	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3229717							no					GEO	SRA729731		public	688181F7623AC9FE663D1BDC3D467C0C	A1BDC888EA3194BE098A684FBA37730D		
SRX4314263	SRR7443724	2019-03-04 15:47:06	2018-06-27 16:15:35	1708533	257592940	1708533	150	106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR7443724/SRR7443724.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP151480	PRJNA478238	3.0	478238	SRS3473434	SAMN09503002	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3229718							no					GEO	SRA729731		public	A44CDC1837B26D93DB4318E4C3896ED1	15B7C76F5D2CABC71019049FE4E2D52B		
SRX4314264	SRR7443725	2019-03-04 15:47:06	2018-06-27 16:18:39	2284733	344024999	2284733	150	143		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR7443725/SRR7443725.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0.0	ILLUMINA	NextSeq 500	SRP151480	PRJNA478238	3.0	478238	SRS3473435	SAMN09503001	simple	83332	Mycobacterium tuberculosis H37Rv	GSM3229719							no					GEO	SRA729731		public	3F515E95EAF958107E395F521C0088D4	CFE52B7B243C9A6C76AE3B55C78937BD		
